pmid,pmc,publisher-id,doi,File,medline,manuscript,art-access-id,publisher-manuscript,other
,PMC11407256,531828,10.1364/BOE.531828,PMC011xxxxxx/PMC11407256.xml,,,,,
,PMC11407257,529156,10.1364/BOE.529156,PMC011xxxxxx/PMC11407257.xml,,,,,
,PMC11407258,537268,10.1364/BOE.537268,PMC011xxxxxx/PMC11407258.xml,,,,,
,PMC11407260,531963,10.1364/BOE.531963,PMC011xxxxxx/PMC11407260.xml,,,,,
,PMC11407261,524603,10.1364/BOE.524603,PMC011xxxxxx/PMC11407261.xml,,,,,
,PMC11407262,527554,10.1364/BOE.527554,PMC011xxxxxx/PMC11407262.xml,,,,,
,PMC11407264,538890,10.1364/BOE.538890,PMC011xxxxxx/PMC11407264.xml,,,,,
,PMC11407265,531681,10.1364/BOE.531681,PMC011xxxxxx/PMC11407265.xml,,,,,
,PMC11407267,531664,10.1364/BOE.531664,PMC011xxxxxx/PMC11407267.xml,,,,,
,PMC11407268,530717,10.1364/BOE.530717,PMC011xxxxxx/PMC11407268.xml,,,,,
,PMC11407269,531700,10.1364/BOE.531700,PMC011xxxxxx/PMC11407269.xml,,,,,
,PMC11407270,529779,10.1364/BOE.529779,PMC011xxxxxx/PMC11407270.xml,,,,,
,PMC11407271,534941,10.1364/BOE.534941,PMC011xxxxxx/PMC11407271.xml,,,,,
,PMC11407272,530569,10.1364/BOE.530569,PMC011xxxxxx/PMC11407272.xml,,,,,
,PMC11407273,531499,10.1364/BOE.531499,PMC011xxxxxx/PMC11407273.xml,,,,,
,PMC11410150,EHP14065,10.1289/EHP14065,PMC011xxxxxx/PMC11410150.xml,,,,,
,PMC11410151,EHP14171,10.1289/EHP14171,PMC011xxxxxx/PMC11410151.xml,,,,,
,PMC11412572,EHP14693,10.1289/EHP14693,PMC011xxxxxx/PMC11412572.xml,,,,,
,PMC11412574,EHP14643,10.1289/EHP14643,PMC011xxxxxx/PMC11412574.xml,,,,,
39302725,PMC11414790,EHP14757,10.1289/EHP14757,PMC011xxxxxx/PMC11414790.xml,,,,,
39159281,PMC11417272,241483,10.2337/dc24-1483,PMC011xxxxxx/PMC11417272.xml,,,,,
39207804,PMC11417274,241003,10.2337/dc24-1003,PMC011xxxxxx/PMC11417274.xml,,,,,
39303093,PMC11417275,241246,10.2337/dc24-1246,PMC011xxxxxx/PMC11417275.xml,,,,,
39078159,PMC11417279,240162,10.2337/dc24-0162,PMC011xxxxxx/PMC11417279.xml,,,,,
39207738,PMC11417281,232332,10.2337/dc23-2332,PMC011xxxxxx/PMC11417281.xml,,,,,
39193914,PMC11417282,240860,10.2337/dc24-0860,PMC011xxxxxx/PMC11417282.xml,,,,,
39303092,PMC11417291,i240062,10.2337/dci24-0062,PMC011xxxxxx/PMC11417291.xml,,,,,
39163549,PMC11417292,240898,10.2337/dc24-0898,PMC011xxxxxx/PMC11417292.xml,,,,,
39106206,PMC11417293,240623,10.2337/dc24-0623,PMC011xxxxxx/PMC11417293.xml,,,,,
39159241,PMC11417303,240540,10.2337/dc24-0540,PMC011xxxxxx/PMC11417303.xml,,,,,
39052774,PMC11417434,240305,10.2337/db24-0305,PMC011xxxxxx/PMC11417434.xml,,,,,
38976480,PMC11417436,i240013,10.2337/dbi24-0013,PMC011xxxxxx/PMC11417436.xml,,,,,
39052652,PMC11417439,240162,10.2337/db24-0162,PMC011xxxxxx/PMC11417439.xml,,,,,
38976779,PMC11417442,231022,10.2337/db23-1022,PMC011xxxxxx/PMC11417442.xml,,,,,
39046829,PMC11417444,240002,10.2337/db24-0002,PMC011xxxxxx/PMC11417444.xml,,,,,
39315750,PMC11421290,EHP15627,10.1289/EHP15627,PMC011xxxxxx/PMC11421290.xml,,,,,
39320086,PMC11423769,EHP14156,10.1289/EHP14156,PMC011xxxxxx/PMC11423769.xml,,,,,
39320957,PMC11423937,EHP16006,10.1289/EHP16006,PMC011xxxxxx/PMC11423937.xml,,,,,
,PMC11424051,ONO-24-003,10.1097/ONO.0000000000000058,PMC011xxxxxx/PMC11424051.xml,,,00004,,
,PMC11427181,525944,10.1364/BOE.525944,PMC011xxxxxx/PMC11427181.xml,,,,,
,PMC11427182,531577,10.1364/BOE.531577,PMC011xxxxxx/PMC11427182.xml,,,,,
,PMC11427183,529032,10.1364/BOE.529032,PMC011xxxxxx/PMC11427183.xml,,,,,
,PMC11427184,533249,10.1364/BOE.533249,PMC011xxxxxx/PMC11427184.xml,,,,,
,PMC11427185,524946,10.1364/BOE.524946,PMC011xxxxxx/PMC11427185.xml,,,,,
,PMC11427186,529062,10.1364/BOE.529062,PMC011xxxxxx/PMC11427186.xml,,,,,
,PMC11427187,529043,10.1364/BOE.529043,PMC011xxxxxx/PMC11427187.xml,,,,,
,PMC11427188,523716,10.1364/BOE.523716,PMC011xxxxxx/PMC11427188.xml,,,,,
,PMC11427190,531576,10.1364/BOE.531576,PMC011xxxxxx/PMC11427190.xml,,,,,
,PMC11427191,530366,10.1364/BOE.530366,PMC011xxxxxx/PMC11427191.xml,,,,,
,PMC11427192,523831,10.1364/BOE.523831,PMC011xxxxxx/PMC11427192.xml,,,,,
,PMC11427193,525839,10.1364/BOE.525839,PMC011xxxxxx/PMC11427193.xml,,,,,
,PMC11427194,531266,10.1364/BOE.531266,PMC011xxxxxx/PMC11427194.xml,,,,,
,PMC11427195,529551,10.1364/BOE.529551,PMC011xxxxxx/PMC11427195.xml,,,,,
,PMC11427196,530249,10.1364/BOE.530249,PMC011xxxxxx/PMC11427196.xml,,,,,
,PMC11427197,527770,10.1364/BOE.527770,PMC011xxxxxx/PMC11427197.xml,,,,,
,PMC11427198,523916,10.1364/BOE.523916,PMC011xxxxxx/PMC11427198.xml,,,,,
,PMC11427199,532482,10.1364/BOE.532482,PMC011xxxxxx/PMC11427199.xml,,,,,
,PMC11427200,530876,10.1364/BOE.530876,PMC011xxxxxx/PMC11427200.xml,,,,,
,PMC11427201,527968,10.1364/BOE.527968,PMC011xxxxxx/PMC11427201.xml,,,,,
,PMC11427202,527357,10.1364/BOE.527357,PMC011xxxxxx/PMC11427202.xml,,,,,
,PMC11427203,523052,10.1364/BOE.523052,PMC011xxxxxx/PMC11427203.xml,,,,,
,PMC11427204,523081,10.1364/BOE.523081,PMC011xxxxxx/PMC11427204.xml,,,,,
,PMC11427205,528968,10.1364/BOE.528968,PMC011xxxxxx/PMC11427205.xml,,,,,
,PMC11427206,528286,10.1364/BOE.528286,PMC011xxxxxx/PMC11427206.xml,,,,,
,PMC11427207,523202,10.1364/BOE.523202,PMC011xxxxxx/PMC11427207.xml,,,,,
,PMC11427208,526053,10.1364/BOE.526053,PMC011xxxxxx/PMC11427208.xml,,,,,
,PMC11427209,527858,10.1364/BOE.527858,PMC011xxxxxx/PMC11427209.xml,,,,,
,PMC11427210,524245,10.1364/BOE.524245,PMC011xxxxxx/PMC11427210.xml,,,,,
,PMC11427211,528535,10.1364/BOE.528535,PMC011xxxxxx/PMC11427211.xml,,,,,
,PMC11427214,524944,10.1364/BOE.524944,PMC011xxxxxx/PMC11427214.xml,,,,,
,PMC11427216,529253,10.1364/BOE.529253,PMC011xxxxxx/PMC11427216.xml,,,,,
,PMC11427217,533399,10.1364/BOE.533399,PMC011xxxxxx/PMC11427217.xml,,,,,
,PMC11427218,524013,10.1364/BOE.524013,PMC011xxxxxx/PMC11427218.xml,,,,,
39331035,PMC11430758,EHP14509,10.1289/EHP14509,PMC011xxxxxx/PMC11430758.xml,,,,,
39331034,PMC11430794,EHP15504,10.1289/EHP15504,PMC011xxxxxx/PMC11430794.xml,,,,,
38885293,PMC11440730,CBE.24-05-0152,10.1187/cbe.24-05-0152,PMC011xxxxxx/PMC11440730.xml,,,,,
39172967,PMC11440731,CBE.23-05-0081,10.1187/cbe.23-05-0081,PMC011xxxxxx/PMC11440731.xml,,,,,
39196818,PMC11440732,CBE.23-04-0055,10.1187/cbe.23-04-0055,PMC011xxxxxx/PMC11440732.xml,,,,,
39172968,PMC11440733,CBE.24-01-0032,10.1187/cbe.24-01-0032,PMC011xxxxxx/PMC11440733.xml,,,,,
38981005,PMC11440734,CBE.24-01-0031,10.1187/cbe.24-01-0031,PMC011xxxxxx/PMC11440734.xml,,,,,
38981006,PMC11440735,CBE.23-05-0091,10.1187/cbe.23-05-0091,PMC011xxxxxx/PMC11440735.xml,,,,,
39190673,PMC11440736,CBE.24-01-0026,10.1187/cbe.24-01-0026,PMC011xxxxxx/PMC11440736.xml,,,,,
38885292,PMC11440737,CBE.23-12-0243,10.1187/cbe.23-12-0243,PMC011xxxxxx/PMC11440737.xml,,,,,
39172966,PMC11440738,CBE.24-02-0090,10.1187/cbe.24-02-0090,PMC011xxxxxx/PMC11440738.xml,,,,,
39024536,PMC11440739,CBE.24-03-0102,10.1187/cbe.24-03-0102,PMC011xxxxxx/PMC11440739.xml,,,,,
38900940,PMC11440740,CBE.21-11-0320,10.1187/cbe.21-11-0320,PMC011xxxxxx/PMC11440740.xml,,,,,
39172964,PMC11440741,CBE.24-02-0076,10.1187/cbe.24-02-0076,PMC011xxxxxx/PMC11440741.xml,,,,,
39172965,PMC11440742,CBE.23-08-0157,10.1187/cbe.23-08-0157,PMC011xxxxxx/PMC11440742.xml,,,,,
38981004,PMC11440743,CBE.23-12-0228,10.1187/cbe.23-12-0228,PMC011xxxxxx/PMC11440743.xml,,,,,
39008712,PMC11440744,CBE.23-04-0062,10.1187/cbe.23-04-0062,PMC011xxxxxx/PMC11440744.xml,,,,,
39074120,PMC11440745,CBE.23-10-0195,10.1187/cbe.23-10-0195,PMC011xxxxxx/PMC11440745.xml,,,,,
38900941,PMC11440746,CBE.23-07-0145,10.1187/cbe.23-07-0145,PMC011xxxxxx/PMC11440746.xml,,,,,
38935577,PMC11440747,CBE.23-08-0155,10.1187/cbe.23-08-0155,PMC011xxxxxx/PMC11440747.xml,,,,,
39207916,PMC11440748,CBE.22-05-0096,10.1187/cbe.22-05-0096,PMC011xxxxxx/PMC11440748.xml,,,,,
,PMC11441637,EHP16145,10.1289/EHP16145,PMC011xxxxxx/PMC11441637.xml,,,,,
,PMC11441638,EHP14367,10.1289/EHP14367,PMC011xxxxxx/PMC11441638.xml,,,,,
39299906,PMC11444168,,10.1101/gad.352194.124,PMC011xxxxxx/PMC11444168.xml,8711660,,,,
39299905,PMC11444174,,10.1101/gad.352249.124,PMC011xxxxxx/PMC11444174.xml,8711660,,,,
,PMC11444316,EHP14729,10.1289/EHP14729,PMC011xxxxxx/PMC11444316.xml,,,,,
39352409,PMC11446596,CCE-D-24-00099,10.1097/CCE.0000000000001159,PMC011xxxxxx/PMC11446596.xml,,,00005,,
,PMC11447811,,10.1021/acsomega.4c07440,PMC011xxxxxx/PMC11447811.xml,,,,,
39162489,PMC11448083,spectrum.00581-24,10.1128/spectrum.00581-24,PMC011xxxxxx/PMC11448083.xml,,,,,
39194255,PMC11449229,spectrum.00691-24,10.1128/spectrum.00691-24,PMC011xxxxxx/PMC11449229.xml,,,,,
39024276,PMC11449384,E24-06-0263,10.1091/mbc.E24-06-0263,PMC011xxxxxx/PMC11449384.xml,,,,,
39105698,PMC11449385,E24-05-0214,10.1091/mbc.E24-05-0214,PMC011xxxxxx/PMC11449385.xml,,,,,
39024255,PMC11449386,E23-12-0494,10.1091/mbc.E23-12-0494,PMC011xxxxxx/PMC11449386.xml,,,,,
39046775,PMC11449387,E24-02-0090,10.1091/mbc.E24-02-0090,PMC011xxxxxx/PMC11449387.xml,,,,,
39024292,PMC11449388,E23-06-0245,10.1091/mbc.E23-06-0245,PMC011xxxxxx/PMC11449388.xml,,,,,
39046771,PMC11449389,E24-04-0171,10.1091/mbc.E24-04-0171,PMC011xxxxxx/PMC11449389.xml,,,,,
39046777,PMC11449391,E24-03-0100,10.1091/mbc.E24-03-0100,PMC011xxxxxx/PMC11449391.xml,,,,,
39046778,PMC11449392,E24-01-0030,10.1091/mbc.E24-01-0030,PMC011xxxxxx/PMC11449392.xml,,,,,
39024291,PMC11449393,E24-05-0212-T,10.1091/mbc.E24-05-0212-T,PMC011xxxxxx/PMC11449393.xml,,,,,
39024283,PMC11449394,E24-03-0121,10.1091/mbc.E24-03-0121,PMC011xxxxxx/PMC11449394.xml,,,,,
39024272,PMC11449395,E23-09-0361,10.1091/mbc.E23-09-0361,PMC011xxxxxx/PMC11449395.xml,,,,,
39353147,PMC11449396,WNL-2024-102161,10.1212/WNL.0000000000209884,PMC011xxxxxx/PMC11449396.xml,,,,,
,PMC11450274,qmj.2024.45,10.5339/qmj.2024.45,PMC011xxxxxx/PMC11450274.xml,,,,,
,PMC11450276,qmj.2024.49,10.5339/qmj.2024.49,PMC011xxxxxx/PMC11450276.xml,,,,,
38761018,PMC11457500,DGD12925,10.1111/dgd.12925,PMC011xxxxxx/PMC11457500.xml,,,,,
39388260,PMC11466320,EHP14291,10.1289/EHP14291,PMC011xxxxxx/PMC11466320.xml,,,,,
39399481,PMC11467809,,10.1103/PhysRevX.8.041047,PMC011xxxxxx/PMC11467809.xml,,NISTPA1613528,,,
39082827,PMC11468199,spectrum.00427-24,10.1128/spectrum.00427-24,PMC011xxxxxx/PMC11468199.xml,,,,,
,PMC11472389,,10.1021/acsmedchemlett.4c00250,PMC011xxxxxx/PMC11472389.xml,,,,,
39404824,PMC11477087,EHP15994,10.1289/EHP15994,PMC011xxxxxx/PMC11477087.xml,,,,,
39404825,PMC11477092,EHP14300,10.1289/EHP14300,PMC011xxxxxx/PMC11477092.xml,,,,,
39189746,PMC11481523,mbio.01773-24,10.1128/mbio.01773-24,PMC011xxxxxx/PMC11481523.xml,,,,,
39167497,PMC11481691,E24-05-0216,10.1091/mbc.E24-05-0216,PMC011xxxxxx/PMC11481691.xml,,,,,
39167527,PMC11481692,E24-05-0217,10.1091/mbc.E24-05-0217,PMC011xxxxxx/PMC11481692.xml,,,,,
39083353,PMC11481693,E24-05-0201,10.1091/mbc.E24-05-0201,PMC011xxxxxx/PMC11481693.xml,,,,,
39110530,PMC11481694,E24-05-0209,10.1091/mbc.E24-05-0209,PMC011xxxxxx/PMC11481694.xml,,,,,
39259768,PMC11481695,E24-07-0307,10.1091/mbc.E24-07-0307,PMC011xxxxxx/PMC11481695.xml,,,,,
39302431,PMC11481696,E23-04-0147,10.1091/mbc.E23-04-0147,PMC011xxxxxx/PMC11481696.xml,,,,,
39196644,PMC11481697,E24-04-0179,10.1091/mbc.E24-04-0179,PMC011xxxxxx/PMC11481697.xml,,,,,
39196657,PMC11481698,E24-05-0227,10.1091/mbc.E24-05-0227,PMC011xxxxxx/PMC11481698.xml,,,,,
39083355,PMC11481699,E24-06-0270,10.1091/mbc.E24-06-0270,PMC011xxxxxx/PMC11481699.xml,,,,,
39110527,PMC11481700,E24-05-0236,10.1091/mbc.E24-05-0236,PMC011xxxxxx/PMC11481700.xml,,,,,
39083352,PMC11481701,E23-11-0446,10.1091/mbc.E23-11-0446,PMC011xxxxxx/PMC11481701.xml,,,,,
39083354,PMC11481702,E24-03-0122,10.1091/mbc.E24-03-0122,PMC011xxxxxx/PMC11481702.xml,,,,,
39141403,PMC11481703,E24-01-0035,10.1091/mbc.E24-01-0035,PMC011xxxxxx/PMC11481703.xml,,,,,
39167496,PMC11481704,E24-03-0114,10.1091/mbc.E24-03-0114,PMC011xxxxxx/PMC11481704.xml,,,,,
39110529,PMC11481705,E24-05-0218,10.1091/mbc.E24-05-0218,PMC011xxxxxx/PMC11481705.xml,,,,,
39196658,PMC11481706,E24-01-0008,10.1091/mbc.E24-01-0008,PMC011xxxxxx/PMC11481706.xml,,,,,
39207103,PMC11481909,mbio.03355-23,10.1128/mbio.03355-23,PMC011xxxxxx/PMC11481909.xml,,,,,
39412271,PMC11481931,EHP16216,10.1289/EHP16216,PMC011xxxxxx/PMC11481931.xml,,,,,
39412280,PMC11481932,EHP15106,10.1289/EHP15106,PMC011xxxxxx/PMC11481932.xml,,,,,
39412272,PMC11481933,EHP14479,10.1289/EHP14479,PMC011xxxxxx/PMC11481933.xml,,,,,
39412281,PMC11481936,EHP12628,10.1289/EHP12628,PMC011xxxxxx/PMC11481936.xml,,,,,
,PMC11482157,533916,10.1364/BOE.533916,PMC011xxxxxx/PMC11482157.xml,,,,,
,PMC11482158,534796,10.1364/BOE.534796,PMC011xxxxxx/PMC11482158.xml,,,,,
,PMC11482159,529662,10.1364/BOE.529662,PMC011xxxxxx/PMC11482159.xml,,,,,
,PMC11482160,527892,10.1364/BOE.527892,PMC011xxxxxx/PMC11482160.xml,,,,,
,PMC11482161,525180,10.1364/BOE.525180,PMC011xxxxxx/PMC11482161.xml,,,,,
,PMC11482162,527313,10.1364/BOE.527313,PMC011xxxxxx/PMC11482162.xml,,,,,
,PMC11482163,530993,10.1364/BOE.530993,PMC011xxxxxx/PMC11482163.xml,,,,,
,PMC11482164,534563,10.1364/BOE.534563,PMC011xxxxxx/PMC11482164.xml,,,,,
,PMC11482169,535123,10.1364/BOE.535123,PMC011xxxxxx/PMC11482169.xml,,,,,
,PMC11482170,537602,10.1364/BOE.537602,PMC011xxxxxx/PMC11482170.xml,,,,,
,PMC11482171,533072,10.1364/BOE.533072,PMC011xxxxxx/PMC11482171.xml,,,,,
,PMC11482172,538481,10.1364/BOE.538481,PMC011xxxxxx/PMC11482172.xml,,,,,
,PMC11482173,536645,10.1364/BOE.536645,PMC011xxxxxx/PMC11482173.xml,,,,,
,PMC11482174,536501,10.1364/BOE.536501,PMC011xxxxxx/PMC11482174.xml,,,,,
,PMC11482175,530534,10.1364/BOE.530534,PMC011xxxxxx/PMC11482175.xml,,,,,
,PMC11482176,527972,10.1364/BOE.527972,PMC011xxxxxx/PMC11482176.xml,,,,,
,PMC11482177,531501,10.1364/BOE.531501,PMC011xxxxxx/PMC11482177.xml,,,,,
,PMC11482178,531388,10.1364/BOE.531388,PMC011xxxxxx/PMC11482178.xml,,,,,
,PMC11482179,530976,10.1364/BOE.530976,PMC011xxxxxx/PMC11482179.xml,,,,,
,PMC11482180,536685,10.1364/BOE.536685,PMC011xxxxxx/PMC11482180.xml,,,,,
,PMC11482181,533855,10.1364/BOE.533855,PMC011xxxxxx/PMC11482181.xml,,,,,
,PMC11482183,533714,10.1364/BOE.533714,PMC011xxxxxx/PMC11482183.xml,,,,,
,PMC11482184,537727,10.1364/BOE.537727,PMC011xxxxxx/PMC11482184.xml,,,,,
,PMC11482186,534067,10.1364/BOE.534067,PMC011xxxxxx/PMC11482186.xml,,,,,
,PMC11482187,535028,10.1364/BOE.535028,PMC011xxxxxx/PMC11482187.xml,,,,,
,PMC11482188,538148,10.1364/BOE.538148,PMC011xxxxxx/PMC11482188.xml,,,,,
,PMC11482189,532052,10.1364/BOE.532052,PMC011xxxxxx/PMC11482189.xml,,,,,
,PMC11482190,529505,10.1364/BOE.529505,PMC011xxxxxx/PMC11482190.xml,,,,,
,PMC11482191,533091,10.1364/BOE.533091,PMC011xxxxxx/PMC11482191.xml,,,,,
,PMC11482597,EHP14384,10.1289/EHP14384,PMC011xxxxxx/PMC11482597.xml,,,,,
39209555,PMC11482604,RA,10.1261/rna.080161.124,PMC011xxxxxx/PMC11482604.xml,9509184,,,,
,PMC11486843,CD230107,10.2337/cd23-0107,PMC011xxxxxx/PMC11486843.xml,,,,,
,PMC11486844,CD240055,10.2337/cd24-0055,PMC011xxxxxx/PMC11486844.xml,,,,,
,PMC11486850,CD230108,10.2337/cd23-0108,PMC011xxxxxx/PMC11486850.xml,,,,,
,PMC11486851,CD240056,10.2337/cd24-0056,PMC011xxxxxx/PMC11486851.xml,,,,,
,PMC11486852,CD240030,10.2337/cd24-0030,PMC011xxxxxx/PMC11486852.xml,,,,,
,PMC11486859,CD240057,10.2337/cd24-0057,PMC011xxxxxx/PMC11486859.xml,,,,,
,PMC11486860,CD240014,10.2337/cd24-0014,PMC011xxxxxx/PMC11486860.xml,,,,,
,PMC11486890,CD240054,10.2337/cd24-0054,PMC011xxxxxx/PMC11486890.xml,,,,,
39422607,PMC11488487,EHP14378,10.1289/EHP14378,PMC011xxxxxx/PMC11488487.xml,,,,,
29086490,PMC11490938,,10.1002/oby.21862,PMC011xxxxxx/PMC11490938.xml,,NIHMS864842,,,
39212413,PMC11492990,mbio.02086-24,10.1128/mbio.02086-24,PMC011xxxxxx/PMC11492990.xml,,,,,
39432449,PMC11493239,EHP13956,10.1289/EHP13956,PMC011xxxxxx/PMC11493239.xml,,,,,
39167681,PMC11493758,240207,10.2337/db24-0207,PMC011xxxxxx/PMC11493758.xml,,,,,
39167630,PMC11493759,240365,10.2337/db24-0365,PMC011xxxxxx/PMC11493759.xml,,,,,
38968415,PMC11493762,240107,10.2337/db24-0107,PMC011xxxxxx/PMC11493762.xml,,,,,
39186314,PMC11493764,240177,10.2337/db24-0177,PMC011xxxxxx/PMC11493764.xml,,,,,
39178104,PMC11493765,231015,10.2337/db23-1015,PMC011xxxxxx/PMC11493765.xml,,,,,
39440944,PMC11498016,EHP16196,10.1289/EHP16196,PMC011xxxxxx/PMC11498016.xml,,,,,
39440943,PMC11498017,EHP14410,10.1289/EHP14410,PMC011xxxxxx/PMC11498017.xml,,,,,
,PMC11500129,,10.1021/acsomega.4c07940,PMC011xxxxxx/PMC11500129.xml,,,,,
39446421,PMC11500794,EHP16102,10.1289/EHP16102,PMC011xxxxxx/PMC11500794.xml,,,,,
39446420,PMC11500795,EHP14966,10.1289/EHP14966,PMC011xxxxxx/PMC11500795.xml,,,,,
39432772,PMC11502523,232455,10.2337/dc23-2455,PMC011xxxxxx/PMC11502523.xml,,,,,
39288191,PMC11502524,241346,10.2337/dc24-1346,PMC011xxxxxx/PMC11502524.xml,,,,,
39302847,PMC11502525,240534,10.2337/dc24-0534,PMC011xxxxxx/PMC11502525.xml,,,,,
39311919,PMC11502526,240859,10.2337/dc24-0859,PMC011xxxxxx/PMC11502526.xml,,,,,
39259767,PMC11502527,241033,10.2337/dc24-1033,PMC011xxxxxx/PMC11502527.xml,,,,,
39231019,PMC11502530,240865,10.2337/dc24-0865,PMC011xxxxxx/PMC11502530.xml,,,,,
39240785,PMC11502534,241112,10.2337/dc24-1112,PMC011xxxxxx/PMC11502534.xml,,,,,
39450970,PMC11504291,EHP16380,10.1289/EHP16380,PMC011xxxxxx/PMC11504291.xml,,,,,
39450969,PMC11504649,EHP15932,10.1289/EHP15932,PMC011xxxxxx/PMC11504649.xml,,,,,
39459947,PMC11512397,viruses-16-01614,10.3390/v16101614,PMC011xxxxxx/PMC11512397.xml,,,,,
,PMC11512634,EE-D-24-00061,10.1097/EE9.0000000000000350,PMC011xxxxxx/PMC11512634.xml,,,00007,,
39466336,PMC11515854,EHP14806,10.1289/EHP14806,PMC011xxxxxx/PMC11515854.xml,,,,,
39475729,PMC11524408,EHP14527,10.1289/EHP14527,PMC011xxxxxx/PMC11524408.xml,,,,,
39475730,PMC11524409,EHP14418,10.1289/EHP14418,PMC011xxxxxx/PMC11524409.xml,,,,,
39102271,PMC11526265,050684,10.5014/ajot.2024.050684,PMC011xxxxxx/PMC11526265.xml,,,,,
39475624,PMC11527482,NXI-2024-100200,10.1212/NXI.0000000000200320,PMC011xxxxxx/PMC11527482.xml,,,,,
39495174,PMC11534003,EHP15844,10.1289/EHP15844,PMC011xxxxxx/PMC11534003.xml,,,,,
39504273,PMC11540153,EHP14334,10.1289/EHP14334,PMC011xxxxxx/PMC11540153.xml,,,,,
38726620,PMC11540570,HESR14316,10.1111/1475-6773.14316,PMC011xxxxxx/PMC11540570.xml,,,,,
,PMC11542713,EHP14935,10.1289/EHP14935,PMC011xxxxxx/PMC11542713.xml,,,,,
,PMC11548803,MDC-D-23-00497,10.1097/MLR.0000000000002034,PMC011xxxxxx/PMC11548803.xml,,,00010,,
,PMC11548804,MDC-D-24-00292,10.1097/MLR.0000000000002061,PMC011xxxxxx/PMC11548804.xml,,,00005,,
,PMC11548806,MDC-D-23-00464,10.1097/MLR.0000000000002058,PMC011xxxxxx/PMC11548806.xml,,,00006,,
,PMC11548807,MDC-D-23-00465,10.1097/MLR.0000000000002040,PMC011xxxxxx/PMC11548807.xml,,,00008,,
,PMC11548808,MDC-D-23-00523,10.1097/MLR.0000000000002054,PMC011xxxxxx/PMC11548808.xml,,,00015,,
,PMC11548809,MDC-D-24-00015,10.1097/MLR.0000000000002084,PMC011xxxxxx/PMC11548809.xml,,,00004,,
,PMC11548810,MDC-D-23-00461,10.1097/MLR.0000000000002035,PMC011xxxxxx/PMC11548810.xml,,,00007,,
,PMC11548813,MDC-D-24-00343,10.1097/MLR.0000000000002088,PMC011xxxxxx/PMC11548813.xml,,,00003,,
,PMC11548814,MDC-D-24-00024,10.1097/MLR.0000000000002069,PMC011xxxxxx/PMC11548814.xml,,,00018,,
,PMC11548817,MDC-D-23-00376,10.1097/MLR.0000000000002077,PMC011xxxxxx/PMC11548817.xml,,,00020,,
,PMC11548820,MDC-D-23-00456,10.1097/MLR.0000000000002049,PMC011xxxxxx/PMC11548820.xml,,,00011,,
,PMC11548821,MDC-D-24-00014,10.1097/MLR.0000000000002070,PMC011xxxxxx/PMC11548821.xml,,,00019,,
,PMC11548822,MDC-D-23-00482,10.1097/MLR.0000000000002039,PMC011xxxxxx/PMC11548822.xml,,,00013,,
,PMC11548823,MDC-D-23-00478,10.1097/MLR.0000000000002044,PMC011xxxxxx/PMC11548823.xml,,,00016,,
,PMC11548825,MDC-D-24-00006,10.1097/MLR.0000000000002072,PMC011xxxxxx/PMC11548825.xml,,,00017,,
,PMC11548826,MDC-D-23-00435,10.1097/MLR.0000000000002053,PMC011xxxxxx/PMC11548826.xml,,,00014,,
,PMC11548827,MDC-D-24-00019,10.1097/MLR.0000000000002046,PMC011xxxxxx/PMC11548827.xml,,,00012,,
,PMC11548883,EHP14634,10.1289/EHP14634,PMC011xxxxxx/PMC11548883.xml,,,,,
,PMC11548884,EHP15224,10.1289/EHP15224,PMC011xxxxxx/PMC11548884.xml,,,,,
,PMC11548901,EE-D-24-00063,10.1097/EE9.0000000000000351,PMC011xxxxxx/PMC11548901.xml,,,00011,,
,PMC11556394,EHP16404,10.1289/EHP16404,PMC011xxxxxx/PMC11556394.xml,,,,,
39311882,PMC11562490,AIDS-D-24-00277,10.1097/QAD.0000000000004023,PMC011xxxxxx/PMC11562490.xml,,,00002,,
39541091,PMC11563029,EHP14513,10.1289/EHP14513,PMC011xxxxxx/PMC11563029.xml,,,,,
39553858,PMC11563313,532042,10.1364/BOE.532042,PMC011xxxxxx/PMC11563313.xml,,,,,
39553859,PMC11563314,537589,10.1364/BOE.537589,PMC011xxxxxx/PMC11563314.xml,,,,,
39553883,PMC11563315,538878,10.1364/BOE.538878,PMC011xxxxxx/PMC11563315.xml,,,,,
39553871,PMC11563316,537374,10.1364/BOE.537374,PMC011xxxxxx/PMC11563316.xml,,,,,
39553887,PMC11563317,540536,10.1364/BOE.540536,PMC011xxxxxx/PMC11563317.xml,,,,,
39553878,PMC11563318,538757,10.1364/BOE.538757,PMC011xxxxxx/PMC11563318.xml,,,,,
39553873,PMC11563320,541483,10.1364/BOE.541483,PMC011xxxxxx/PMC11563320.xml,,,,,
39553886,PMC11563321,542523,10.1364/BOE.542523,PMC011xxxxxx/PMC11563321.xml,,,,,
39553868,PMC11563322,536553,10.1364/BOE.536553,PMC011xxxxxx/PMC11563322.xml,,,,,
39553853,PMC11563323,537633,10.1364/BOE.537633,PMC011xxxxxx/PMC11563323.xml,,,,,
39553865,PMC11563324,539001,10.1364/BOE.539001,PMC011xxxxxx/PMC11563324.xml,,,,,
39553874,PMC11563325,540137,10.1364/BOE.540137,PMC011xxxxxx/PMC11563325.xml,,,,,
39553885,PMC11563326,539741,10.1364/BOE.539741,PMC011xxxxxx/PMC11563326.xml,,,,,
