pmid,pmc,doi,manuscript,File,pii,publisher-id,coden,art-access-id,other,sici,publisher-manuscript
25996893,PMC4543535,10.1038/pr.2015.100,NIHMS669040,PMC004xxxxxx/PMC4543535.xml,,,,,,,
26192599,PMC4543561,10.1038/nchembio.1864,NIHMS695331,PMC004xxxxxx/PMC4543561.xml,,,,,,,
25988959,PMC4543618,10.1111/bph.13191,,PMC004xxxxxx/PMC4543618.xml,,,,,,,
26316888,PMC4543752,10.7150/jca.11269,,PMC004xxxxxx/PMC4543752.xml,,jcav06p0922,,,,,
26316889,PMC4543753,10.7150/jca.12284,,PMC004xxxxxx/PMC4543753.xml,,jcav06p0930,,,,,
26316890,PMC4543754,10.7150/jca.12286,,PMC004xxxxxx/PMC4543754.xml,,jcav06p0938,,,,,
26316891,PMC4543755,10.7150/jca.12067,,PMC004xxxxxx/PMC4543755.xml,,jcav06p0953,,,,,
26316892,PMC4543756,10.7150/jca.12266,,PMC004xxxxxx/PMC4543756.xml,,jcav06p0962,,,,,
26316893,PMC4543757,10.7150/jca.12471,,PMC004xxxxxx/PMC4543757.xml,,jcav06p0970,,,,,
26061541,PMC4543995,10.1021/jacs.5b04196,,PMC004xxxxxx/PMC4543995.xml,,,,,,,
26204996,PMC4543996,10.1021/acsami.5b06212,,PMC004xxxxxx/PMC4543996.xml,,,,,,,
26214734,PMC4543997,10.1021/jacs.5b05602,,PMC004xxxxxx/PMC4543997.xml,,,,,,,
,PMC4544049,10.1002/psp4.12012,,PMC004xxxxxx/PMC4544049.xml,,,,,,,
26316895,PMC4544068,10.1007/s12645-010-0009-x,,PMC004xxxxxx/PMC4544068.xml,,9,,,,,
26316896,PMC4544069,10.1007/s12645-011-0022-8,,PMC004xxxxxx/PMC4544069.xml,,22,,,,,
26316897,PMC4544070,10.1007/s12645-012-0030-3,,PMC004xxxxxx/PMC4544070.xml,,30,,,,,
26316898,PMC4544071,10.1007/s12645-013-0033-8,,PMC004xxxxxx/PMC4544071.xml,,33,,,,,
,PMC4544105,10.1136/gut.2007.126771corr1,,PMC004xxxxxx/PMC4544105.xml,,gt126771corr1,,,,,
,PMC4544106,,,PMC004xxxxxx/PMC4544106.xml,,GUT-57-03-0427,,,,,
19525407,PMC4544107,,,PMC004xxxxxx/PMC4544107.xml,,ar20016retr,,,,,
26322116,PMC4544271,10.7573/dic.212287,,PMC004xxxxxx/PMC4544271.xml,,dic-4-212287,,,,,
26322115,PMC4544272,10.7573/dic.212286,,PMC004xxxxxx/PMC4544272.xml,,dic-4-212286,,,,,
26322114,PMC4544273,10.7573/dic.212285,,PMC004xxxxxx/PMC4544273.xml,,dic-4-212285,,,,,
26235707,PMC4544318,10.1021/jacs.5b06181,,PMC004xxxxxx/PMC4544318.xml,,,,,,,
26244409,PMC4544319,10.1021/acsami.5b06298,,PMC004xxxxxx/PMC4544319.xml,,,,,,,
26238962,PMC4544320,10.1021/jacs.5b06678,,PMC004xxxxxx/PMC4544320.xml,,,,,,,
26278890,PMC4544332,10.12659/AJCR.893609,,PMC004xxxxxx/PMC4544332.xml,,893609,,,,,
26259623,PMC4544333,10.12659/MSM.894087,,PMC004xxxxxx/PMC4544333.xml,,894087,,,,,
26280939,PMC4544335,10.12659/MSM.895002,,PMC004xxxxxx/PMC4544335.xml,,895002,,,,,
26280694,PMC4544349,10.12659/MSM.894909,,PMC004xxxxxx/PMC4544349.xml,,894909,,,,,
26280823,PMC4544351,10.12659/MSM.893881,,PMC004xxxxxx/PMC4544351.xml,,893881,,,,,
26256041,PMC4544354,10.12659/MSM.894033,,PMC004xxxxxx/PMC4544354.xml,,894033,,,,,
26316679,PMC4544465,10.1007/s11627-013-9583-z,,PMC004xxxxxx/PMC4544465.xml,,9583,,,,,
25182251,PMC4544651,10.1007/s10827-014-0519-3,,PMC004xxxxxx/PMC4544651.xml,,519,,,,,
24604385,PMC4544668,10.1007/s00436-014-3826-8,,PMC004xxxxxx/PMC4544668.xml,,3826,,,,,
26047625,PMC4544680,10.1530/EJE-15-0215,,PMC004xxxxxx/PMC4544680.xml,,EJE150215,,,,,
26258763,PMC4544744,10.1038/nchembio.1866,EMS63680,PMC004xxxxxx/PMC4544744.xml,,,,,,,
25741868,PMC4544753,10.1038/gim.2015.30,NIHMS697486,PMC004xxxxxx/PMC4544753.xml,,,,,,,
24634406,PMC4545289,10.1002/oby.20744,NIHMS575169,PMC004xxxxxx/PMC4545289.xml,,,,,,,
26214741,PMC4545301,10.1038/ni.3226,NIHMS700724,PMC004xxxxxx/PMC4545301.xml,,,,,,,
26306157,PMC4545305,,,PMC004xxxxxx/PMC4545305.xml,,ijotm-6-114,,,,,
26300927,PMC4545358,10.1186/s13223-015-0087-8,,PMC004xxxxxx/PMC4545358.xml,,87,,,,,
26193080,PMC4545390,10.1038/ni.3227,NIHMS700727,PMC004xxxxxx/PMC4545390.xml,,,,,,,
26345144,PMC4545421,10.1155/2015/458706,,PMC004xxxxxx/PMC4545421.xml,,,,,,,
21836613,PMC4545515,10.1038/leu.2011.204,EMS35397,PMC004xxxxxx/PMC4545515.xml,,,,,,,
26291948,PMC4545578,10.1038/nchem.2307,NIHMS702574,PMC004xxxxxx/PMC4545578.xml,,,,,,,
26031354,PMC4545657,10.1038/ncomms8216,NIHMS683294,PMC004xxxxxx/PMC4545657.xml,,,,,,,
26213899,PMC4545687,10.1038/nmat4342,NIHMS697044,PMC004xxxxxx/PMC4545687.xml,,,,,,,
26168347,PMC4545733,10.1038/nmat4350,NIHMS698815,PMC004xxxxxx/PMC4545733.xml,,,,,,,
25919472,PMC4545735,10.1097/j.pain.0000000000000210,,PMC004xxxxxx/PMC4545735.xml,,PAIN-D-14-12755,,00007,,,
26266976,PMC4545738,10.1038/nature14875,NIHMS702546,PMC004xxxxxx/PMC4545738.xml,,,,,,,
25897540,PMC4546827,10.1038/pr.2015.78,NIHMS659299,PMC004xxxxxx/PMC4546827.xml,,,,,,,
25703329,PMC4546915,10.1038/onc.2015.26,NIHMS655439,PMC004xxxxxx/PMC4546915.xml,,,,,,,
25714650,PMC4546921,10.1097/CEJ.0000000000000123,,PMC004xxxxxx/PMC4546921.xml,,,,,,,
26339147,PMC4546990,10.6026/97320630011322,,PMC004xxxxxx/PMC4546990.xml,,97320630011322,,,,,
26339148,PMC4546991,10.6026/97320630011330,,PMC004xxxxxx/PMC4546991.xml,,97320630011330,,,,,
26339149,PMC4546992,10.6026/97320630011336,,PMC004xxxxxx/PMC4546992.xml,,97320630011336,,,,,
26339150,PMC4546993,10.6026/97320630011343,,PMC004xxxxxx/PMC4546993.xml,,97320630011343,,,,,
26339151,PMC4546994,10.6026/97320630011348,,PMC004xxxxxx/PMC4546994.xml,,97320630011348,,,,,
26339152,PMC4546995,10.6026/97320630011353,,PMC004xxxxxx/PMC4546995.xml,,97320630011353,,,,,
26339153,PMC4546996,10.6026/97320630011359,,PMC004xxxxxx/PMC4546996.xml,,97320630011359,,,,,
26339154,PMC4546997,10.6026/97320630011366,,PMC004xxxxxx/PMC4546997.xml,,97320630011366,,,,,
26339155,PMC4546998,10.6026/97320630011369,,PMC004xxxxxx/PMC4546998.xml,,97320630011369,,,,,
26075520,PMC4547048,10.1038/nsmb.3048,NIHMS693405,PMC004xxxxxx/PMC4547048.xml,,,,,,,
26502424,PMC4547108,10.1177/1941738114532225,,PMC004xxxxxx/PMC4547108.xml,,10.1177_1941738114532225,,,,,
26502422,PMC4547109,10.1177/1941738114552990,,PMC004xxxxxx/PMC4547109.xml,,10.1177_1941738114552990,,,,,
26502416,PMC4547110,10.1177/1941738114568775,,PMC004xxxxxx/PMC4547110.xml,,10.1177_1941738114568775,,,,,
26502414,PMC4547111,10.1177/1941738115576121,,PMC004xxxxxx/PMC4547111.xml,,10.1177_1941738115576121,,,,,
26502413,PMC4547112,10.1177/1941738115576898,,PMC004xxxxxx/PMC4547112.xml,,10.1177_1941738115576898,,,,,
26502417,PMC4547113,10.1177/1941738115578604,,PMC004xxxxxx/PMC4547113.xml,,10.1177_1941738115578604,,,,,
26502415,PMC4547114,10.1177/1941738115585520,,PMC004xxxxxx/PMC4547114.xml,,10.1177_1941738115585520,,,,,
26502421,PMC4547115,10.1177/1941738115586997,,PMC004xxxxxx/PMC4547115.xml,,10.1177_1941738115586997,,,,,
26502423,PMC4547116,10.1177/1941738115587675,,PMC004xxxxxx/PMC4547116.xml,,10.1177_1941738115587675,,,,,
26502419,PMC4547117,10.1177/1941738115592827,,PMC004xxxxxx/PMC4547117.xml,,10.1177_1941738115592827,,,,,
26502412,PMC4547118,10.1177/1941738115593441,,PMC004xxxxxx/PMC4547118.xml,,10.1177_1941738115593441,,,,,
26502418,PMC4547119,10.1177/1941738115595226,,PMC004xxxxxx/PMC4547119.xml,,10.1177_1941738115595226,,,,,
26502420,PMC4547120,10.1177/1941738115598747,,PMC004xxxxxx/PMC4547120.xml,,10.1177_1941738115598747,,,,,
,PMC4547121,10.1177/1941738115599764,,PMC004xxxxxx/PMC4547121.xml,,10.1177_1941738115599764,,,,,
26502411,PMC4547122,10.1177/1941738115599977,,PMC004xxxxxx/PMC4547122.xml,,10.1177_1941738115599977,,,,,
26300129,PMC4547139,10.1038/srep12592,,PMC004xxxxxx/PMC4547139.xml,srep12592,,,,,,
26322148,PMC4547173,10.1021/acs.jpcc.5b05947,,PMC004xxxxxx/PMC4547173.xml,,,,,,,
26243513,PMC4547375,10.7555/JBR.29.20150027,,PMC004xxxxxx/PMC4547375.xml,,jbr-29-04-261,,,,,
26243514,PMC4547376,10.7555/JBR.29.20150035,,PMC004xxxxxx/PMC4547376.xml,,jbr-29-04-264,,,,,
26243515,PMC4547377,10.7555/JBR.29.20140007,,PMC004xxxxxx/PMC4547377.xml,,jbr-29-04-285,,,,,
26243516,PMC4547378,10.7555/JBR.29.20140043,,PMC004xxxxxx/PMC4547378.xml,,jbr-29-04-298,,,,,
26243517,PMC4547379,10.7555/JBR.29.20150055,,PMC004xxxxxx/PMC4547379.xml,,jbr-29-04-308,,,,,
26243518,PMC4547380,10.7555/JBR.29.20150084,,PMC004xxxxxx/PMC4547380.xml,,jbr-29-04-316,,,,,
26243519,PMC4547381,10.7555/JBR.29.20130173,,PMC004xxxxxx/PMC4547381.xml,,jbr-29-04-321,,,,,
26243520,PMC4547382,10.7555/JBR.29.20140080,,PMC004xxxxxx/PMC4547382.xml,,jbr-29-04-326,,,,,
26243521,PMC4547383,10.7555/JBR.29.20140073,,PMC004xxxxxx/PMC4547383.xml,,jbr-29-04-332,,,,,
26243522,PMC4547384,10.7555/JBR.29.20140140,,PMC004xxxxxx/PMC4547384.xml,,jbr-29-04-337,,,,,
24957741,PMC4547463,10.1002/oby.20815,NIHMS603168,PMC004xxxxxx/PMC4547463.xml,,,,,,,
26321791,PMC4547489,10.1021/acs.chemmater.5b00284,,PMC004xxxxxx/PMC4547489.xml,,,,,,,
26321790,PMC4547493,10.1021/acs.chemmater.5b00856,,PMC004xxxxxx/PMC4547493.xml,,,,,,,
26322250,PMC4547494,10.1021/acssuschemeng.5b00397,,PMC004xxxxxx/PMC4547494.xml,,,,,,,
26321792,PMC4547501,10.1021/acs.chemmater.5b01488,,PMC004xxxxxx/PMC4547501.xml,,,,,,,
26321789,PMC4547502,10.1021/acs.chemmater.5b00328,,PMC004xxxxxx/PMC4547502.xml,,,,,,,
25778701,PMC4547540,10.1038/nature14294,NIHMS662320,PMC004xxxxxx/PMC4547540.xml,,,,,,,
26286430,PMC4547542,10.12659/MSM.893745,,PMC004xxxxxx/PMC4547542.xml,,893745,,,,,
26286507,PMC4547543,10.12659/MSM.894347,,PMC004xxxxxx/PMC4547543.xml,,894347,,,,,
26286316,PMC4547544,10.12659/MSM.894205,,PMC004xxxxxx/PMC4547544.xml,,894205,,,,,
26270968,PMC4547545,10.12659/MSMBR.894945,,PMC004xxxxxx/PMC4547545.xml,,894945,,,,,
26321877,PMC4547630,10.1140/epjc/s10052-012-2107-x,,PMC004xxxxxx/PMC4547630.xml,,2107,,,,,
26030447,PMC4547688,10.1038/nmeth.3432,NIHMS716596,PMC004xxxxxx/PMC4547688.xml,,,,,,,
26321885,PMC4547735,10.1021/ct5010565,,PMC004xxxxxx/PMC4547735.xml,,,,,,,
25974417,PMC4548248,10.1213/XAA.0000000000000132,,PMC004xxxxxx/PMC4548248.xml,,,,00002,,,
26035625,PMC4548256,10.1021/acschembio.5b00216,,PMC004xxxxxx/PMC4548256.xml,,,,,,,
25333630,PMC4548311,10.1080/07391102.2014.979230,,PMC004xxxxxx/PMC4548311.xml,,979230,,,,,
25568407,PMC4548488,10.1302/0301-620X.97B1.35279,,PMC004xxxxxx/PMC4548488.xml,,35279,,,,,
25757212,PMC4548542,10.1097/TP.0000000000000663,,PMC004xxxxxx/PMC4548542.xml,,TP140356,,00030,,,
25742423,PMC4548546,10.1097/TP.0000000000000620,,PMC004xxxxxx/PMC4548546.xml,,TP140344,,00033,,,
25659849,PMC4548697,10.12659/MSM.892512,,PMC004xxxxxx/PMC4548697.xml,,892512,,,,,
26379807,PMC4548698,10.12659/PJR.894645,,PMC004xxxxxx/PMC4548698.xml,,894645,,,,,
26292090,PMC4548699,10.12659/MSM.894368,,PMC004xxxxxx/PMC4548699.xml,,894368,,,,,
25598197,PMC4548700,10.12659/MSM.891045,,PMC004xxxxxx/PMC4548700.xml,,891045,,,,,
26289557,PMC4548701,10.12659/MSM.893580,,PMC004xxxxxx/PMC4548701.xml,,893580,,,,,
25968249,PMC4548702,10.12659/MSM.894035,,PMC004xxxxxx/PMC4548702.xml,,894035,,,,,
25943552,PMC4548703,10.12659/MSM.893599,,PMC004xxxxxx/PMC4548703.xml,,893599,,,,,
26275075,PMC4548704,10.12659/MSM.893442,,PMC004xxxxxx/PMC4548704.xml,,893442,,,,,
25893318,PMC4548705,10.12659/MSM.893914,,PMC004xxxxxx/PMC4548705.xml,,893914,,,,,
19684617,PMC4548715,10.1038/onc.2009.242,EMS27428,PMC004xxxxxx/PMC4548715.xml,,,,,,,
26339184,PMC4548735,10.4137/BMI.S24353,,PMC004xxxxxx/PMC4548735.xml,,bmi-10-2015-075,,,,,
26292623,PMC4548740,10.12659/MSM.893954,,PMC004xxxxxx/PMC4548740.xml,,893954,,,,,
26295503,PMC4548741,10.12659/MSM.894693,,PMC004xxxxxx/PMC4548741.xml,,894693,,,,,
25943633,PMC4548742,10.12659/MSM.893974,,PMC004xxxxxx/PMC4548742.xml,,893974,,,,,
26300007,PMC4548811,10.1038/onc.2015.299,NIHMS706049,PMC004xxxxxx/PMC4548811.xml,,,,,,,
26301967,PMC4548821,10.1038/bmt.2015.190,NIHMS708096,PMC004xxxxxx/PMC4548821.xml,,,,,,,
,PMC4548991,10.1111/irv.12283,,PMC004xxxxxx/PMC4548991.xml,,,,,,,
,PMC4549026,10.1111/jcmm.12668,,PMC004xxxxxx/PMC4549026.xml,,,,,,,
26307366,PMC4549671,10.1038/srep12654,,PMC004xxxxxx/PMC4549671.xml,srep12654,,,,,,
25751625,PMC4549775,10.1038/ng.3242,NIHMS664248,PMC004xxxxxx/PMC4549775.xml,,,,,,,
26214380,PMC4549797,10.1038/jid.2015.296,NIHMS710439,PMC004xxxxxx/PMC4549797.xml,,,,,,,
26366129,PMC4549862,10.1097/POC.0000000000000056,,PMC004xxxxxx/PMC4549862.xml,,POC50008,,00004,,,
26035126,PMC4549863,10.1097/IGC.0000000000000484,,PMC004xxxxxx/PMC4549863.xml,,IGJ50037,,00014,,,
26322319,PMC4550012,10.1021/acsphotonics.5b00260,,PMC004xxxxxx/PMC4550012.xml,,,,,,,
26297334,PMC4550046,10.12659/MSM.894246,,PMC004xxxxxx/PMC4550046.xml,,894246,,,,,
26289384,PMC4550047,10.12659/AJCR.892284,,PMC004xxxxxx/PMC4550047.xml,,892284,,,,,
26294661,PMC4550048,10.12659/AJCR.894198,,PMC004xxxxxx/PMC4550048.xml,,894198,,,,,
26225450,PMC4550072,10.1021/acs.jcim.5b00103,,PMC004xxxxxx/PMC4550072.xml,,,,,,,
26267196,PMC4550106,10.1021/acs.jpclett.5b01096,,PMC004xxxxxx/PMC4550106.xml,,,,,,,
26291923,PMC4550175,10.3201/eid2109.142026,,PMC004xxxxxx/PMC4550175.xml,,14-2026,,,,,
26339192,PMC4550185,10.4137/CMO.S26067,,PMC004xxxxxx/PMC4550185.xml,,cmo-9-2015-065,,,,,
26339187,PMC4550186,10.4137/BBI.S30226,,PMC004xxxxxx/PMC4550186.xml,,bbi-suppl.2-2015-001,,,,,
26339185,PMC4550187,10.4137/BMI.S31471,,PMC004xxxxxx/PMC4550187.xml,,bmi-suppl.1-2015-133,,,,,
26321799,PMC4550267,10.1007/s10531-014-0781-8,,PMC004xxxxxx/PMC4550267.xml,,781,,,,,
26184451,PMC4550498,10.1016/j.coviro.2015.06.009,,PMC004xxxxxx/PMC4550498.xml,,S1879-6257(15)00098-X,,,,,
26213260,PMC4550540,10.1021/acsnano.5b00526,,PMC004xxxxxx/PMC4550540.xml,,,,,,,
25726972,PMC4550588,10.1016/j.virol.2015.02.005,,PMC004xxxxxx/PMC4550588.xml,,S0042-6822(15)00048-3,,,,,
26202559,PMC4550634,10.1245/s10434-015-4671-4,,PMC004xxxxxx/PMC4550634.xml,,4671,,,,,
26311300,PMC4550892,10.1038/srep13328,,PMC004xxxxxx/PMC4550892.xml,srep13328,,,,,,
26258732,PMC4550895,10.1021/acs.langmuir.5b01838,,PMC004xxxxxx/PMC4550895.xml,,,,,,,
26226394,PMC4550896,10.1021/acsnano.5b04655,,PMC004xxxxxx/PMC4550896.xml,,,,,,,
26252467,PMC4551101,10.1021/acs.biochem.5b00616,,PMC004xxxxxx/PMC4551101.xml,,,,,,,
26379806,PMC4551167,10.12659/PJR.894761,,PMC004xxxxxx/PMC4551167.xml,,894761,,,,,
26214018,PMC4551283,10.1021/acs.accounts.5b00150,,PMC004xxxxxx/PMC4551283.xml,,,,,,,
26339188,PMC4551302,10.4137/PCRT.S27954,,PMC004xxxxxx/PMC4551302.xml,,pcrt-9-2015-015,,,,,
26339186,PMC4551303,10.4137/ACI.S25554,,PMC004xxxxxx/PMC4551303.xml,,aci-10-2015-017,,,,,
26298769,PMC4551304,10.12659/MSM.895115,,PMC004xxxxxx/PMC4551304.xml,,895115,,,,,
,PMC4551324,10.1002/ccr3.220,,PMC004xxxxxx/PMC4551324.xml,,,,,,,
25708835,PMC4551390,10.1038/leu.2015.31,NIHMS648911,PMC004xxxxxx/PMC4551390.xml,,,,,,,
24998851,PMC4551401,10.1038/onc.2014.193,NIHMS600573,PMC004xxxxxx/PMC4551401.xml,,,,,,,
25992546,PMC4551410,10.1038/nature14485,NIHMS683292,PMC004xxxxxx/PMC4551410.xml,,,,,,,
25976772,PMC4551417,10.1038/icb.2015.57,EMS63427,PMC004xxxxxx/PMC4551417.xml,,,,,,,
25915127,PMC4551438,10.1038/ncb3161,NIHMS672403,PMC004xxxxxx/PMC4551438.xml,,,,,,,
21501825,PMC4551452,10.1016/j.chom.2011.04.001,,PMC004xxxxxx/PMC4551452.xml,S1931-3128(11)00101-6,,,,,,
26509182,PMC4551478,10.1093/ofid/ofv113,,PMC004xxxxxx/PMC4551478.xml,,ofv113,,,,,
26167641,PMC4551496,10.1038/nmeth.3476,HHMIMS700736,PMC004xxxxxx/PMC4551496.xml,,,,,,,
26237202,PMC4551580,10.1002/oby.21161,NIHMS690547,PMC004xxxxxx/PMC4551580.xml,,,,,,,
26214371,PMC4551604,10.1038/nn.4071,NIHMS704399,PMC004xxxxxx/PMC4551604.xml,,,,,,,
26237365,PMC4551606,10.1038/nn.4082,NIHMS706813,PMC004xxxxxx/PMC4551606.xml,,,,,,,
26242892,PMC4551607,10.1002/oby.21168,NIHMS693374,PMC004xxxxxx/PMC4551607.xml,,,,,,,
26243053,PMC4551608,10.1002/oby.21174,NIHMS693372,PMC004xxxxxx/PMC4551608.xml,,,,,,,
26260150,PMC4551609,10.1002/oby.21176,NIHMS693375,PMC004xxxxxx/PMC4551609.xml,,,,,,,
26214370,PMC4551610,10.1038/nn.4068,NIHMS702886,PMC004xxxxxx/PMC4551610.xml,,,,,,,
26327807,PMC4551749,10.7150/ijbs.11946,,PMC004xxxxxx/PMC4551749.xml,,ijbsv11p1127,,,,,
26327808,PMC4551750,10.7150/ijbs.12657,,PMC004xxxxxx/PMC4551750.xml,,ijbsv11p1140,,,,,
26327809,PMC4551751,10.7150/ijbs.12044,,PMC004xxxxxx/PMC4551751.xml,,ijbsv11p1150,,,,,
26327810,PMC4551752,10.7150/ijbs.11439,,PMC004xxxxxx/PMC4551752.xml,,ijbsv11p1160,,,,,
26327811,PMC4551753,10.7150/ijbs.12161,,PMC004xxxxxx/PMC4551753.xml,,ijbsv11p1171,,,,,
26327812,PMC4551754,10.7150/ijbs.12500,,PMC004xxxxxx/PMC4551754.xml,,ijbsv11p1181,,,,,
26327813,PMC4551755,10.7150/ijbs.11737,,PMC004xxxxxx/PMC4551755.xml,,ijbsv11p1190,,,,,
26327814,PMC4551756,10.7150/ijbs.12296,,PMC004xxxxxx/PMC4551756.xml,,ijbsv11p1204,,,,,
26327815,PMC4551757,10.7150/ijbs.10516,,PMC004xxxxxx/PMC4551757.xml,,ijbsv11p1215,,,,,
26327816,PMC4551758,10.7150/ijbs.11536,,PMC004xxxxxx/PMC4551758.xml,,ijbsv11p1226,,,,,
26327817,PMC4551759,10.7150/ijbs.12118,,PMC004xxxxxx/PMC4551759.xml,,ijbsv11p1236,,,,,
26170238,PMC4551939,10.1093/nar/gkv713,,PMC004xxxxxx/PMC4551939.xml,,,,,,,
,PMC4551949,10.1093/nar/gkv886,,PMC004xxxxxx/PMC4551949.xml,,,,,,,
,PMC4551950,10.1093/nar/gkv887,,PMC004xxxxxx/PMC4551950.xml,,,,,,,
,PMC4551951,10.1093/nar/gkv888,,PMC004xxxxxx/PMC4551951.xml,,,,,,,
26339191,PMC4552039,10.4137/CGM.S21215,,PMC004xxxxxx/PMC4552039.xml,,cgm-suppl.1-2015-047,,,,,
26308983,PMC4552077,10.1038/nn.4085,NIHMS708035,PMC004xxxxxx/PMC4552077.xml,,,,,,,
25985364,PMC4552085,10.1038/nm.3866,NIHMS684155,PMC004xxxxxx/PMC4552085.xml,,,,,,,
26417231,PMC4552101,,,PMC004xxxxxx/PMC4552101.xml,,Doc282,,,,,
26417229,PMC4552102,,,PMC004xxxxxx/PMC4552102.xml,,Doc231,,,,,
26417230,PMC4552103,,,PMC004xxxxxx/PMC4552103.xml,,Doc251,,,,,
26417227,PMC4552130,,,PMC004xxxxxx/PMC4552130.xml,,Doc193,,,,,
26417224,PMC4552131,,,PMC004xxxxxx/PMC4552131.xml,,Doc150,,,,,
18194887,PMC4552166,10.1102/1470-7330/00/010044+08,,PMC004xxxxxx/PMC4552166.xml,,10010044,,,,,
18194884,PMC4552167,10.1102/1470-7330/00/010025+03,,PMC004xxxxxx/PMC4552167.xml,,10010025,,,,,
18194889,PMC4552168,10.1102/1470-7330/00/010064+13,,PMC004xxxxxx/PMC4552168.xml,,10010064,,,,,
26237367,PMC4552261,10.1038/nn.4072,EMS64047,PMC004xxxxxx/PMC4552261.xml,,,,,,,
26339189,PMC4552275,10.4137/BCI.S30505,,PMC004xxxxxx/PMC4552275.xml,,bci-8-2015-001,,,,,
26339190,PMC4552285,10.4137/EHI.S32524,,PMC004xxxxxx/PMC4552285.xml,,ehi-suppl.1-2015-053,,,,,
26299772,PMC4552290,10.12659/MSM.893628,,PMC004xxxxxx/PMC4552290.xml,,893628,,,,,
22037469,PMC4552316,10.1038/nchembio.693,NIHMS320014,PMC004xxxxxx/PMC4552316.xml,,,,,,,
,PMC4552513,10.14814/phy2.12100,,PMC004xxxxxx/PMC4552513.xml,,,,,,,
26237429,PMC4552570,10.1038/ng.3374,NIHMS707555,PMC004xxxxxx/PMC4552570.xml,,,,,,,
26192918,PMC4552571,10.1038/ng.3343,NIHMS696113,PMC004xxxxxx/PMC4552571.xml,,,,,,,
26280337,PMC4552586,10.1038/nature14676,NIHMS699690,PMC004xxxxxx/PMC4552586.xml,,,,,,,
26258848,PMC4552594,10.1038/ng.3367,NIHMS706045,PMC004xxxxxx/PMC4552594.xml,,,,,,,
26258845,PMC4552599,10.1038/ng.3379,NIHMS709472,PMC004xxxxxx/PMC4552599.xml,,,,,,,
25619839,PMC4552604,10.1038/onc.2014.456,NIHMS647099,PMC004xxxxxx/PMC4552604.xml,,,,,,,
25950918,PMC4552605,10.1038/jp.2015.51,NIHMS673361,PMC004xxxxxx/PMC4552605.xml,,,,,,,
26287463,PMC4552609,10.1038/nature14682,NIHMS702547,PMC004xxxxxx/PMC4552609.xml,,,,,,,
26192916,PMC4552614,10.1038/ng.3356,HHMIMS702568,PMC004xxxxxx/PMC4552614.xml,,,,,,,
25724407,PMC4552772,10.1007/s00520-015-2657-1,,PMC004xxxxxx/PMC4552772.xml,,2657,,,,,
26258631,PMC4553083,10.1038/ncb3223,NIHMS708326,PMC004xxxxxx/PMC4553083.xml,,,,,,,
26237225,PMC4553111,10.1038/nmeth.3508,NIHMS707554,PMC004xxxxxx/PMC4553111.xml,,,,,,,
26280538,PMC4553131,10.1038/ncb3217,NIHMS704891,PMC004xxxxxx/PMC4553131.xml,,,,,,,
25997596,PMC4553150,10.1007/s10803-015-2462-1,HHSPA719274,PMC004xxxxxx/PMC4553150.xml,,,,,,,
25730765,PMC4553269,10.1038/ng.3230,NIHMS661223,PMC004xxxxxx/PMC4553269.xml,,,,,,,
26351519,PMC4553304,10.1155/2015/606043,,PMC004xxxxxx/PMC4553304.xml,,,,,,,
26345131,PMC4553754,10.1002/qua.24931,,PMC004xxxxxx/PMC4553754.xml,,,,,,,
21765462,PMC4553949,10.1038/onc.2011.281,NIHMS301583,PMC004xxxxxx/PMC4553949.xml,,,,,,,
23793110,PMC4553969,10.1097/MD.0b013e31829cce35,,PMC004xxxxxx/PMC4553969.xml,,MD200319,,00002,,,
23793108,PMC4553970,10.1097/MD.0b013e31829be125,,PMC004xxxxxx/PMC4553970.xml,,MD200317,,00001,,,
25803661,PMC4553971,10.1097/01.md.0000432246.81744.96,,PMC004xxxxxx/PMC4553971.xml,,MD013850,,00003,,,
23793109,PMC4553973,10.1097/MD.0b013e31829cae47,,PMC004xxxxxx/PMC4553973.xml,,MD200318,,00004,,,
23974248,PMC4553974,10.1097/MD.0b013e3182a5cf71,,PMC004xxxxxx/PMC4553974.xml,,MD200322,,00003,,,
23982057,PMC4553975,10.1097/MD.0b013e3182a713c2,,PMC004xxxxxx/PMC4553975.xml,,MD200323,,00002,,,
23982055,PMC4553976,10.1097/MD.0b013e3182a72299,,PMC004xxxxxx/PMC4553976.xml,,MD200325,,00004,,,
23982056,PMC4553977,10.1097/MD.0b013e31829d2abc,,PMC004xxxxxx/PMC4553977.xml,,MD200321,,00001,,,
23982054,PMC4553978,10.1097/MD.0000000000000005,,PMC004xxxxxx/PMC4553978.xml,,MD001314,,00006,,,
23982058,PMC4553979,10.1097/MD.0b013e3182a71eba,,PMC004xxxxxx/PMC4553979.xml,,MD200324,,00005,,,
23429353,PMC4553980,10.1097/MD.0b013e318289ff1e,,PMC004xxxxxx/PMC4553980.xml,,MD200307,,00005,,,
23429351,PMC4553982,10.1097/MD.0b013e3182899e78,,PMC004xxxxxx/PMC4553982.xml,,MD200305,,00002,,,
23429355,PMC4553983,10.1097/MD.0b013e318289610f,,PMC004xxxxxx/PMC4553983.xml,,MD200304,,00003,,,
23429354,PMC4553985,10.1097/MD.0b013e318288925c,,PMC004xxxxxx/PMC4553985.xml,,MD200303,,00001,,,
,PMC4553986,10.1097/MD.0b013e3182963750,,PMC004xxxxxx/PMC4553986.xml,,MD200315,,00006,,,
