pmid,pmc,doi,File,publisher-id,manuscript,pii,art-access-id,coden,publisher-manuscript,medline,other,pmc-scan
28669158,PMC6373809,10.22034/APJCP.2017.18.6.1499,PMC006xxxxxx/PMC6373809.xml,APJCP-18-1499,,,,,,,,
28670003,PMC6373810,10.22034/APJCP.2017.18.6.1611,PMC006xxxxxx/PMC6373810.xml,APJCP-18-1611,,,,,,,,
28670880,PMC6373811,10.22034/APJCP.2017.18.6.1623,PMC006xxxxxx/PMC6373811.xml,APJCP-18-1623,,,,,,,,
28670888,PMC6373812,10.22034/APJCP.2017.18.6.1675,PMC006xxxxxx/PMC6373812.xml,APJCP-18-1675,,,,,,,,
28669166,PMC6373813,10.22034/APJCP.2017.18.6.1549,PMC006xxxxxx/PMC6373813.xml,APJCP-18-1549,,,,,,,,
28669168,PMC6373814,10.22034/APJCP.2017.18.6.1561,PMC006xxxxxx/PMC6373814.xml,APJCP-18-1561,,,,,,,,
28670891,PMC6373815,10.22034/APJCP.2017.18.6.1697,PMC006xxxxxx/PMC6373815.xml,APJCP-18-1697,,,,,,,,
28670886,PMC6373816,10.22034/APJCP.2017.18.6.1663,PMC006xxxxxx/PMC6373816.xml,APJCP-18-1663,,,,,,,,
28670895,PMC6373817,10.22034/APJCP.2017.18.6.1723,PMC006xxxxxx/PMC6373817.xml,APJCP-18-1723,,,,,,,,
28670884,PMC6373818,10.22034/APJCP.2017.18.6.1651,PMC006xxxxxx/PMC6373818.xml,APJCP-18-1651,,,,,,,,
28669165,PMC6373819,10.22034/APJCP.2017.18.6.1543,PMC006xxxxxx/PMC6373819.xml,APJCP-18-1543,,,,,,,,
28669155,PMC6373820,10.22034/APJCP.2017.18.6.1479,PMC006xxxxxx/PMC6373820.xml,APJCP-18-1479,,,,,,,,
28669159,PMC6373821,10.22034/APJCP.2017.18.6.1507,PMC006xxxxxx/PMC6373821.xml,APJCP-18-1507,,,,,,,,
28669157,PMC6373822,10.22034/APJCP.2017.18.6.1493,PMC006xxxxxx/PMC6373822.xml,APJCP-18-1493,,,,,,,,
28670882,PMC6373823,10.22034/APJCP.2017.18.6.1637,PMC006xxxxxx/PMC6373823.xml,APJCP-18-1637,,,,,,,,
28670879,PMC6373824,10.22034/APJCP.2017.18.6.1617,PMC006xxxxxx/PMC6373824.xml,APJCP-18-1617,,,,,,,,
28669161,PMC6373825,10.22034/APJCP.2017.18.6.1519,PMC006xxxxxx/PMC6373825.xml,APJCP-18-1519,,,,,,,,
28669160,PMC6373826,10.22034/APJCP.2017.18.6.1513,PMC006xxxxxx/PMC6373826.xml,APJCP-18-1513,,,,,,,,
30405209,PMC6373842,10.1038/s41430-018-0362-0,PMC006xxxxxx/PMC6373842.xml,,EMS80240,,,,,,,
30775431,PMC6373985,10.1021/acsbiomaterials.8b01071,PMC006xxxxxx/PMC6373985.xml,,,,,,,,,
30775447,PMC6373986,10.1021/acsenergylett.8b02488,PMC006xxxxxx/PMC6373986.xml,,,,,,,,,
30395872,PMC6374029,10.1016/j.antiviral.2018.10.025,PMC006xxxxxx/PMC6374029.xml,,,S0166-3542(18)30535-7,,,,,,
,PMC6374112,10.1371/annotation/8629ed33-c566-4543-b657-eea1792f384c,PMC006xxxxxx/PMC6374112.xml,,,,,,,,,
30541968,PMC6374138,10.2183/pjab.94.028,PMC006xxxxxx/PMC6374138.xml,pjab-94-428,,,,,,,,
30541967,PMC6374139,10.2183/pjab.94.027,PMC006xxxxxx/PMC6374139.xml,pjab-94-412,,,,,,,,
30541969,PMC6374140,10.2183/pjab.94.029,PMC006xxxxxx/PMC6374140.xml,pjab-94-441,,,,,,,,
30541966,PMC6374141,10.2183/pjab.94.026,PMC006xxxxxx/PMC6374141.xml,pjab-94-390,,,,,,,,
30541965,PMC6374142,10.2183/pjab.94.025,PMC006xxxxxx/PMC6374142.xml,pjab-94-373,,,,,,,,
30305729,PMC6374186,10.1038/s41388-018-0523-6,PMC006xxxxxx/PMC6374186.xml,,NIHMS1507072,,,,,,,
30100616,PMC6374218,10.1038/s41435-018-0040-1,PMC006xxxxxx/PMC6374218.xml,,NIHMS973566,,,,,,,
,PMC6374673,10.1002/ece3.4308,PMC006xxxxxx/PMC6374673.xml,ECE34308,,,,,,,,
30513201,PMC6374747,10.1021/acs.biochem.8b00852,PMC006xxxxxx/PMC6374747.xml,,,,,,,,,
30359525,PMC6374748,10.1021/acs.jctc.8b00627,PMC006xxxxxx/PMC6374748.xml,,,,,,,,,
30336030,PMC6374749,10.1021/acs.jctc.8b00626,PMC006xxxxxx/PMC6374749.xml,,,,,,,,,
30624944,PMC6374750,10.1021/acs.langmuir.8b03393,PMC006xxxxxx/PMC6374750.xml,,,,,,,,,
29300447,PMC6374916,10.1021/acschembio.7b01039,PMC006xxxxxx/PMC6374916.xml,,,,,,,,,
30775648,PMC6374964,10.1021/acsomega.8b02113,PMC006xxxxxx/PMC6374964.xml,,,,,,,,,
30775649,PMC6374979,10.1021/acsomega.8b03571,PMC006xxxxxx/PMC6374979.xml,,,,,,,,,
30775646,PMC6374988,10.1021/acsomega.8b02477,PMC006xxxxxx/PMC6374988.xml,,,,,,,,,
30775642,PMC6374995,10.1021/acsomega.8b02332,PMC006xxxxxx/PMC6374995.xml,,,,,,,,,
30664789,PMC6375083,10.1038/s41556-018-0263-4,PMC006xxxxxx/PMC6375083.xml,,HHMIMS1516427,,,,,,,
30559470,PMC6375307,10.1038/s41593-018-0287-x,PMC006xxxxxx/PMC6375307.xml,,NIHMS1512053,,,,,,,
30800535,PMC6375381,10.1109/JTEHM.2019.2893223,PMC006xxxxxx/PMC6375381.xml,2800207,,,,,,,,
30203991,PMC6375384,10.1289/EHP4356,PMC006xxxxxx/PMC6375384.xml,EHP4356,,,,,,,,
30235423,PMC6375385,10.1289/EHP4158,PMC006xxxxxx/PMC6375385.xml,EHP4158,,,,,,,,
30235421,PMC6375387,10.1289/EHP2732,PMC006xxxxxx/PMC6375387.xml,EHP2732,,,,,,,,
30187771,PMC6375389,10.1289/EHP4279,PMC006xxxxxx/PMC6375389.xml,EHP4279,,,,,,,,
30392381,PMC6375391,10.1289/EHP4370,PMC006xxxxxx/PMC6375391.xml,EHP4370,,,,,,,,
30212226,PMC6375392,10.1289/EHP3550,PMC006xxxxxx/PMC6375392.xml,EHP3550,,,,,,,,
30203992,PMC6375393,10.1289/EHP2596,PMC006xxxxxx/PMC6375393.xml,EHP2596,,,,,,,,
30187772,PMC6375394,10.1289/EHP1953,PMC006xxxxxx/PMC6375394.xml,EHP1953,,,,,,,,
30256156,PMC6375411,10.1289/EHP3778,PMC006xxxxxx/PMC6375411.xml,EHP3778,,,,,,,,
30235424,PMC6375412,10.1289/EHP3997,PMC006xxxxxx/PMC6375412.xml,EHP3997,,,,,,,,
30256155,PMC6375417,10.1289/EHP3194,PMC006xxxxxx/PMC6375417.xml,EHP3194,,,,,,,,
30192161,PMC6375436,10.1289/EHP1655,PMC006xxxxxx/PMC6375436.xml,EHP1655,,,,,,,,
30235420,PMC6375437,10.1289/EHP3754,PMC006xxxxxx/PMC6375437.xml,EHP3754,,,,,,,,
30230350,PMC6375438,10.1289/EHP3799,PMC006xxxxxx/PMC6375438.xml,EHP3799,,,,,,,,
30226399,PMC6375460,10.1289/EHP2034,PMC006xxxxxx/PMC6375460.xml,EHP2034,,,,,,,,
30203993,PMC6375461,10.1289/EHP3424,PMC006xxxxxx/PMC6375461.xml,EHP3424,,,,,,,,
30256154,PMC6375465,10.1289/EHP2916,PMC006xxxxxx/PMC6375465.xml,EHP2916,,,,,,,,
30192160,PMC6375477,10.1289/EHP2752,PMC006xxxxxx/PMC6375477.xml,EHP2752,,,,,,,,
30256157,PMC6375563,10.1289/EHP1954,PMC006xxxxxx/PMC6375563.xml,EHP1954,,,,,,,,
30617299,PMC6375742,10.1038/s41385-018-0117-1,PMC006xxxxxx/PMC6375742.xml,,NIHMS1513192,,,,,,,
30498200,PMC6375750,10.1038/s41385-018-0106-4,PMC006xxxxxx/PMC6375750.xml,,NIHMS1511415,,,,,,,
30542108,PMC6375755,10.1038/s41385-018-0114-4,PMC006xxxxxx/PMC6375755.xml,,NIHMS1512919,,,,,,,
30337650,PMC6375779,10.1038/s41385-018-0093-5,PMC006xxxxxx/PMC6375779.xml,,,S1933-0219(22)00380-4,,,,,,
30647410,PMC6375783,10.1038/s41385-018-0125-1,PMC006xxxxxx/PMC6375783.xml,,NIHMS1516537,,,,,,,
30617300,PMC6375784,10.1038/s41385-018-0115-3,PMC006xxxxxx/PMC6375784.xml,,NIHMS1512921,,,,,,,
30523311,PMC6375790,10.1038/s41385-018-0110-8,PMC006xxxxxx/PMC6375790.xml,,NIHMS1511726,,,,,,,
30778399,PMC6376198,10.1038/s41893-019-0220-7,PMC006xxxxxx/PMC6376198.xml,,NASAPA1008776,,,,,,,
30801058,PMC6376417,10.1128/MRA.01336-18,PMC006xxxxxx/PMC6376417.xml,MRA01336-18,,,,,,,,
30801063,PMC6376422,10.1128/MRA.01526-18,PMC006xxxxxx/PMC6376422.xml,MRA01526-18,,,,,,,,
30801064,PMC6376423,10.1128/MRA.01533-18,PMC006xxxxxx/PMC6376423.xml,MRA01533-18,,,,,,,,
30801067,PMC6376426,10.1128/MRA.01611-18,PMC006xxxxxx/PMC6376426.xml,MRA01611-18,,,,,,,,
30624889,PMC6376448,10.1021/acsami.8b16226,PMC006xxxxxx/PMC6376448.xml,,,,,,,,,
30792554,PMC6376449,10.1021/acs.macromol.8b02529,PMC006xxxxxx/PMC6376449.xml,,,,,,,,,
30792553,PMC6376450,10.1021/acs.macromol.8b01863,PMC006xxxxxx/PMC6376450.xml,,,,,,,,,
30707567,PMC6376451,10.1021/acs.chemrev.8b00564,PMC006xxxxxx/PMC6376451.xml,,,,,,,,,
28566469,PMC6376613,10.1042/CS20160832,PMC006xxxxxx/PMC6376613.xml,,,,,,,,,
,PMC6376627,10.1055/s-0036-1588524,PMC006xxxxxx/PMC6376627.xml,st-2017-r0492-l,,,,,,,,
,PMC6376629,10.1055/s-0036-1590931,PMC006xxxxxx/PMC6376629.xml,ss-2017-n0521-op,,,,,,,,
30764837,PMC6376751,10.1186/s12940-018-0432-8,PMC006xxxxxx/PMC6376751.xml,432,,,,,,,,
30256968,PMC6376904,10.1093/infdis/jiy574,PMC006xxxxxx/PMC6376904.xml,jiy574,,,,,,,,
30792827,PMC6376921,10.1021/acs.jpcc.8b11018,PMC006xxxxxx/PMC6376921.xml,,,,,,,,,
30681944,PMC6377009,10.15288/jsads.2019.s18.9,PMC006xxxxxx/PMC6377009.xml,9,,,,,,,,
30681950,PMC6377010,10.15288/jsads.2019.s18.64,PMC006xxxxxx/PMC6377010.xml,64,,,,,,,,
30681951,PMC6377011,10.15288/jsads.2019.s18.76,PMC006xxxxxx/PMC6377011.xml,76,,,,,,,,
30681959,PMC6377012,10.15288/jsads.2019.s18.152,PMC006xxxxxx/PMC6377012.xml,152,,,,,,,,
30681946,PMC6377013,10.15288/jsads.2019.s18.31,PMC006xxxxxx/PMC6377013.xml,31,,,,,,,,
30681955,PMC6377014,10.15288/jsads.2019.s18.112,PMC006xxxxxx/PMC6377014.xml,112,,,,,,,,
30681958,PMC6377015,10.15288/jsads.2019.s18.139,PMC006xxxxxx/PMC6377015.xml,139,,,,,,,,
30681948,PMC6377016,10.15288/jsads.2019.s18.42,PMC006xxxxxx/PMC6377016.xml,42,,,,,,,,
30681947,PMC6377017,10.15288/jsads.2019.s18.40,PMC006xxxxxx/PMC6377017.xml,40,,,,,,,,
30681957,PMC6377018,10.15288/jsads.2019.s18.131,PMC006xxxxxx/PMC6377018.xml,131,,,,,,,,
30681954,PMC6377019,10.15288/jsads.2019.s18.110,PMC006xxxxxx/PMC6377019.xml,110,,,,,,,,
30681956,PMC6377020,10.15288/jsads.2019.s18.114,PMC006xxxxxx/PMC6377020.xml,114,,,,,,,,
30681953,PMC6377021,10.15288/jsads.2019.s18.96,PMC006xxxxxx/PMC6377021.xml,96,,,,,,,,
30681945,PMC6377022,10.15288/jsads.2019.s18.22,PMC006xxxxxx/PMC6377022.xml,22,,,,,,,,
30681952,PMC6377023,10.15288/jsads.2019.s18.87,PMC006xxxxxx/PMC6377023.xml,87,,,,,,,,
30681943,PMC6377024,10.15288/jsads.2019.s18.5,PMC006xxxxxx/PMC6377024.xml,5,,,,,,,,
30681960,PMC6377025,10.15288/jsads.2019.s18.154,PMC006xxxxxx/PMC6377025.xml,154,,,,,,,,
30681949,PMC6377026,10.15288/jsads.2019.s18.51,PMC006xxxxxx/PMC6377026.xml,51,,,,,,,,
30604620,PMC6377179,10.1021/acs.molpharmaceut.8b01033,PMC006xxxxxx/PMC6377179.xml,,,,,,,,,
30001138,PMC6377180,10.1021/acs.nanolett.8b01360,PMC006xxxxxx/PMC6377180.xml,,,,,,,,,
30540199,PMC6377181,10.1021/acs.langmuir.8b03517,PMC006xxxxxx/PMC6377181.xml,,,,,,,,,
30206359,PMC6377300,10.1038/s41388-018-0490-y,PMC006xxxxxx/PMC6377300.xml,,NIHMS1503941,,,,,,,
30228349,PMC6377303,10.1038/s41388-018-0498-3,PMC006xxxxxx/PMC6377303.xml,,NIHMS1504983,,,,,,,
30202097,PMC6377304,10.1038/s41388-018-0492-9,PMC006xxxxxx/PMC6377304.xml,,NIHMS1504343,,,,,,,
30140069,PMC6377352,10.1038/s41390-018-0144-3,PMC006xxxxxx/PMC6377352.xml,,NIHMS1503038,,,,,,,
30140068,PMC6377354,10.1038/s41390-018-0148-z,PMC006xxxxxx/PMC6377354.xml,,NIHMS1503134,,,,,,,
30111780,PMC6377357,10.1038/s41370-018-0054-9,PMC006xxxxxx/PMC6377357.xml,,NIHMS980747,,,,,,,
30692625,PMC6377565,10.1038/s41556-018-0261-6,PMC006xxxxxx/PMC6377565.xml,,NIHMS1516425,,,,,,,
30631139,PMC6377811,10.1038/s41390-018-0257-8,PMC006xxxxxx/PMC6377811.xml,,NIHMS1516228,,,,,,,
30631136,PMC6377820,10.1038/s41390-018-0254-y,PMC006xxxxxx/PMC6377820.xml,,NIHMS1515822,,,,,,,
30297880,PMC6377825,10.1038/s41390-018-0195-5,PMC006xxxxxx/PMC6377825.xml,,NIHMS1508040,,,,,,,
30467343,PMC6377827,10.1038/s41390-018-0237-z,PMC006xxxxxx/PMC6377827.xml,,NIHMS1512711,,,,,,,
30538265,PMC6377834,10.1038/s41390-018-0253-z,PMC006xxxxxx/PMC6377834.xml,,NIHMS1515824,,,,,,,
30664685,PMC6377835,10.1038/s41589-018-0209-y,PMC006xxxxxx/PMC6377835.xml,,NIHMS1515515,,,,,,,
30643188,PMC6377843,10.1038/s41390-018-0249-8,PMC006xxxxxx/PMC6377843.xml,,NIHMS1515823,,,,,,,
30116014,PMC6377862,10.1038/s41409-018-0302-6,PMC006xxxxxx/PMC6377862.xml,,NIHMS1500760,,,,,,,
30772917,PMC6377917,10.1093/jisesa/iey126,PMC006xxxxxx/PMC6377917.xml,iey126,,,,,,,,
27735924,PMC6377944,10.1038/gim.2016.158,PMC006xxxxxx/PMC6377944.xml,,NIHMS819557,,,,,,,
30120420,PMC6378130,10.1038/s41380-018-0205-3,PMC006xxxxxx/PMC6378130.xml,,NIHMS978684,,,,,,,
30120416,PMC6378136,10.1038/s41380-018-0221-3,PMC006xxxxxx/PMC6378136.xml,,NIHMS1502566,,,,,,,
30120419,PMC6378138,10.1038/s41380-018-0211-5,PMC006xxxxxx/PMC6378138.xml,,NIHMS976286,,,,,,,
30120413,PMC6378141,10.1038/s41380-018-0212-4,PMC006xxxxxx/PMC6378141.xml,,NIHMS977826,,,,,,,
29877565,PMC6378223,10.1387/ijdb.180084nv,PMC006xxxxxx/PMC6378223.xml,,NIHMS978147,,,,,,,
,PMC6378225,10.1111/jcmm.13771,PMC006xxxxxx/PMC6378225.xml,JCMM13771,,,,,,,,
30372544,PMC6378592,10.1111/cen.13892,PMC006xxxxxx/PMC6378592.xml,CEN13892,,,,,,,,
30681330,PMC6378651,10.1021/acs.jmedchem.9b00114,PMC006xxxxxx/PMC6378651.xml,,,,,,,,,
30681878,PMC6378652,10.1021/acs.nanolett.8b03768,PMC006xxxxxx/PMC6378652.xml,,,,,,,,,
30673248,PMC6378653,10.1021/acs.nanolett.8b03764,PMC006xxxxxx/PMC6378653.xml,,,,,,,,,
30657666,PMC6378654,10.1021/acs.jmedchem.8b01884,PMC006xxxxxx/PMC6378654.xml,,,,,,,,,
30648881,PMC6378679,10.1289/EHP3713,PMC006xxxxxx/PMC6378679.xml,EHP3713,,,,,,,,
30632786,PMC6378680,10.1289/EHP4555,PMC006xxxxxx/PMC6378680.xml,EHP4555,,,,,,,,
30628845,PMC6378681,10.1289/EHP3567,PMC006xxxxxx/PMC6378681.xml,EHP3567,,,,,,,,
30702928,PMC6378682,10.1289/EHP2711,PMC006xxxxxx/PMC6378682.xml,EHP2711,,,,,,,,
30559431,PMC6378878,10.1038/s41592-018-0259-9,PMC006xxxxxx/PMC6378878.xml,,NIHMS1512056,,,,,,,
30405239,PMC6379061,10.1038/s41586-018-0680-3,PMC006xxxxxx/PMC6379061.xml,,EMS79269,,,,,,,
30478267,PMC6379066,10.1038/s41594-018-0158-x,PMC006xxxxxx/PMC6379066.xml,,NIHMS1511351,,,,,,,
30421606,PMC6379079,10.1021/jacs.8b07614,PMC006xxxxxx/PMC6379079.xml,,,,,,,,,
23995071,PMC6379206,10.1038/nn.3509,PMC006xxxxxx/PMC6379206.xml,,NIHMS512104,,,,,,,
,PMC6379629,10.1111/irv.12578,PMC006xxxxxx/PMC6379629.xml,IRV12578,,,,,,,,
,PMC6379642,10.1002/brb3.1044,PMC006xxxxxx/PMC6379642.xml,BRB31044,,,,,,,,
30462307,PMC6379649,10.1093/nar/gky1175,PMC006xxxxxx/PMC6379649.xml,gky1175,,,,,,,,
30496557,PMC6379654,10.1093/nar/gky1162,PMC006xxxxxx/PMC6379654.xml,gky1162,,,,,,,,
30517685,PMC6379676,10.1093/nar/gky1215,PMC006xxxxxx/PMC6379676.xml,gky1215,,,,,,,,
30652855,PMC6379853,10.1021/acschembio.8b01091,PMC006xxxxxx/PMC6379853.xml,,,,,,,,,
30609889,PMC6379855,10.1021/acssynbio.8b00305,PMC006xxxxxx/PMC6379855.xml,,,,,,,,,
30620559,PMC6379856,10.1021/acschembio.8b00969,PMC006xxxxxx/PMC6379856.xml,,,,,,,,,
30576108,PMC6379863,10.1021/acschembio.8b00984,PMC006xxxxxx/PMC6379863.xml,,,,,,,,,
29217376,PMC6379903,10.1016/S0140-6736(17)33105-7,PMC006xxxxxx/PMC6379903.xml,S0140-6736(17)33105-7,,,,,,,,
30016636,PMC6380174,10.1016/j.amjmed.2018.06.013,PMC006xxxxxx/PMC6380174.xml,,,S0002-9343(18)30611-9,,,,,,
30801049,PMC6380227,10.1021/acsearthspacechem.8b00141,PMC006xxxxxx/PMC6380227.xml,,,,,,,,,
30853768,PMC6380233,10.2337/dsi18-0001,PMC006xxxxxx/PMC6380233.xml,76,,,,,,,,
30853767,PMC6380234,10.2337/ds18-0079,PMC006xxxxxx/PMC6380234.xml,69,,,,,,,,
30853757,PMC6380238,10.2337/ds18-0092,PMC006xxxxxx/PMC6380238.xml,3,,,,,,,,
30853766,PMC6380239,10.2337/ds18-0071,PMC006xxxxxx/PMC6380239.xml,61,,,,,,,,
30784244,PMC6380242,10.1117/1.JBO.24.2.026003,PMC006xxxxxx/PMC6380242.xml,180458SSR,,,,,JBO-180458SSR,,,
30645090,PMC6380369,10.1021/acschembio.8b00972,PMC006xxxxxx/PMC6380369.xml,,,,,,,,,
30586341,PMC6380436,10.1097/MBP.0000000000000360,PMC006xxxxxx/PMC6380436.xml,,,,00009,,,,,
29632334,PMC6380689,10.1038/s41557-018-0026-7,PMC006xxxxxx/PMC6380689.xml,,NIHMS943358,,,,,,,
30732123,PMC6380858,10.1097/MD.0000000000013837,PMC006xxxxxx/PMC6380858.xml,MD-D-17-06578,,,13837,,,,,
30224673,PMC6380887,10.1038/s41592-018-0109-9,PMC006xxxxxx/PMC6380887.xml,,NIHMS1500948,,,,,,,
30470793,PMC6380916,10.1038/s41370-018-0094-1,PMC006xxxxxx/PMC6380916.xml,,NIHMS1511971,,,,,,,
30664738,PMC6380920,10.1038/s41590-018-0292-y,PMC006xxxxxx/PMC6380920.xml,,NIHMS1515512,,,,,,,
30482935,PMC6380927,10.1038/s41370-018-0097-y,PMC006xxxxxx/PMC6380927.xml,,NIHMS1512114,,,,,,,
30166581,PMC6380932,10.1038/s41370-018-0053-x,PMC006xxxxxx/PMC6380932.xml,,NIHMS979588,,,,,,,
30742080,PMC6380945,10.1038/s41590-018-0305-x,PMC006xxxxxx/PMC6380945.xml,,NIHMS1516900,,,,,,,
30482936,PMC6380951,10.1038/s41370-018-0096-z,PMC006xxxxxx/PMC6380951.xml,,NIHMS1512113,,,,,,,
30801031,PMC6381227,10.1128/mSystems.00217-18,PMC006xxxxxx/PMC6381227.xml,mSystems00217-18,,,,,,,,
30597004,PMC6381321,10.1093/glycob/cwy110,PMC006xxxxxx/PMC6381321.xml,cwy110,,,,,,,,
30800532,PMC6381451,10.1021/acssuschemeng.8b06048,PMC006xxxxxx/PMC6381451.xml,,,,,,,,,
,PMC6381815,10.14814/phy2.13759,PMC006xxxxxx/PMC6381815.xml,PHY213759,,,,,,,,
30624098,PMC6381819,10.1289/EHP3523,PMC006xxxxxx/PMC6381819.xml,EHP3523,,,,,,,,
30624099,PMC6381820,10.1289/EHP3644,PMC006xxxxxx/PMC6381820.xml,EHP3644,,,,,,,,
30688513,PMC6381821,10.1289/EHP3024,PMC006xxxxxx/PMC6381821.xml,EHP3024,,,,,EHP3024,,,
30676078,PMC6381822,10.1289/EHP1884,PMC006xxxxxx/PMC6381822.xml,EHP1884,,,,,,,,
30792637,PMC6381895,10.1159/000496052,PMC006xxxxxx/PMC6381895.xml,cde-0011-0001,,,,,,,,
30801055,PMC6382062,10.1038/s42256-019-0019-2,PMC006xxxxxx/PMC6382062.xml,,EMS81183,,,,,,,
28842463,PMC6382261,10.2146/ajhp170265,PMC006xxxxxx/PMC6382261.xml,ajhp1333,,,,,,,,
30820358,PMC6382289,10.1017/cts.2018.320,PMC006xxxxxx/PMC6382289.xml,00320,,S2059866118003205,,,,,,
30820360,PMC6382336,10.1017/cts.2018.316,PMC006xxxxxx/PMC6382336.xml,00316,,S2059866118003163,,,,,,
30828270,PMC6382347,10.1080/1554477X.2017.1375786,PMC006xxxxxx/PMC6382347.xml,1375786,,,,,,,,
,PMC6382440,10.1002/mgg3.609,PMC006xxxxxx/PMC6382440.xml,MGG3609,,,,,,,,
,PMC6382447,10.1002/mgg3.431,PMC006xxxxxx/PMC6382447.xml,MGG3431,,,,,,,,
,PMC6382449,10.1002/mgg3.570,PMC006xxxxxx/PMC6382449.xml,MGG3570,,,,,,,,
30559433,PMC6382464,10.1038/s41592-018-0236-3,PMC006xxxxxx/PMC6382464.xml,,NIHMS1511761,,,,,,,
30097877,PMC6382469,10.1007/978-1-4939-8588-3_21,PMC006xxxxxx/PMC6382469.xml,21,,,,,,,,
30339987,PMC6382524,10.1016/j.cbpa.2018.09.021,PMC006xxxxxx/PMC6382524.xml,,,S1367-5931(18)30082-6,,,,,,
30127472,PMC6382596,10.1038/s41380-018-0217-z,PMC006xxxxxx/PMC6382596.xml,,NIHMS976890,,,,,,,
30127463,PMC6382609,10.1038/s41366-018-0191-1,PMC006xxxxxx/PMC6382609.xml,,NIHMS1500952,,,,,,,
,PMC6382705,10.1002/cam4.2057,PMC006xxxxxx/PMC6382705.xml,CAM42057,,,,,,,,
,PMC6382706,10.1002/cam4.1644,PMC006xxxxxx/PMC6382706.xml,CAM41644,,,,,,,,
30793567,PMC6383051,10.1117/1.JBO.24.2.025003,PMC006xxxxxx/PMC6383051.xml,180600R,,,,,JBO-180600R,,,
30650969,PMC6383186,10.1021/acs.analchem.8b05469,PMC006xxxxxx/PMC6383186.xml,,,,,,,,,
30632739,PMC6383187,10.1021/acs.biochem.8b01085,PMC006xxxxxx/PMC6383187.xml,,,,,,,,,
30397321,PMC6383370,10.1038/s41557-018-0157-x,PMC006xxxxxx/PMC6383370.xml,,NIHMS1506380,,,,,,,
30815023,PMC6383448,10.7573/dic.212550,PMC006xxxxxx/PMC6383448.xml,dic-8-212550,,,,,,,,
30800531,PMC6383510,10.1021/acsmacrolett.8b00828,PMC006xxxxxx/PMC6383510.xml,,,,,,,,,
,PMC6383695,10.1111/eva.12664,PMC006xxxxxx/PMC6383695.xml,EVA12664,,,,,,,,
30728502,PMC6383769,10.1038/s41586-019-0917-9,PMC006xxxxxx/PMC6383769.xml,,NIHMS1518048,,,,,,,
30620560,PMC6383985,10.1021/acs.analchem.8b02319,PMC006xxxxxx/PMC6383985.xml,,,,,,,,,
30657686,PMC6383986,10.1021/jacs.8b13193,PMC006xxxxxx/PMC6383986.xml,,,,,,,,,
30541861,PMC6384061,10.1128/JVI.01682-18,PMC006xxxxxx/PMC6384061.xml,01682-18,,,,,,,,
30541856,PMC6384086,10.1128/JVI.01736-18,PMC006xxxxxx/PMC6384086.xml,01736-18,,,,,,,,
30531975,PMC6384127,10.1038/s41564-018-0307-3,PMC006xxxxxx/PMC6384127.xml,,NIHMS1510931,,,,,,,
30559407,PMC6384140,10.1038/s41564-018-0321-5,PMC006xxxxxx/PMC6384140.xml,,NIHMS1512780,,,,,,,
30838313,PMC6384181,10.1002/mdc3.12716,PMC006xxxxxx/PMC6384181.xml,MDC312716,,,,,,,,
,PMC6384320,10.1002/aps3.1226,PMC006xxxxxx/PMC6384320.xml,APS31226,,,,,,,,
30688061,PMC6385056,10.1021/acsami.8b21464,PMC006xxxxxx/PMC6385056.xml,,,,,,,,,
30563317,PMC6385057,10.1021/jacs.8b09596,PMC006xxxxxx/PMC6385057.xml,,,,,,,,,
30673222,PMC6385076,10.1021/jacs.8b12282,PMC006xxxxxx/PMC6385076.xml,,,,,,,,,
30668114,PMC6385077,10.1021/jacs.8b11371,PMC006xxxxxx/PMC6385077.xml,,,,,,,,,
30676032,PMC6385078,10.1021/jacs.8b11519,PMC006xxxxxx/PMC6385078.xml,,,,,,,,,
30188694,PMC6385079,10.1021/acs.bioconjchem.8b00524,PMC006xxxxxx/PMC6385079.xml,,,,,,,,,
30688055,PMC6385080,10.1021/acsami.8b17162,PMC006xxxxxx/PMC6385080.xml,,,,,,,,,
30815024,PMC6385623,10.7573/dic.212567,PMC006xxxxxx/PMC6385623.xml,dic-8-212567,,,,,,,,
30674546,PMC6385691,10.2337/dc19-er03b,PMC006xxxxxx/PMC6385691.xml,er03b,,,,,,,,
30674545,PMC6385692,10.2337/dc19-er03,PMC006xxxxxx/PMC6385692.xml,er03,,,,,,,,
30655380,PMC6385693,10.2337/dc18-1646,PMC006xxxxxx/PMC6385693.xml,1646,,,,,,,,
30674548,PMC6385694,10.2337/dc19-er03a,PMC006xxxxxx/PMC6385694.xml,er03a,,,,,,,,
30573652,PMC6385695,10.2337/dc18-1405,PMC006xxxxxx/PMC6385695.xml,1405,,,,,,,,
30617141,PMC6385697,10.2337/dc18-2021,PMC006xxxxxx/PMC6385697.xml,2021,,,,,,,,
30104301,PMC6385699,10.2337/dc17-1144,PMC006xxxxxx/PMC6385699.xml,1144,,,,,,,,
30787058,PMC6385700,10.2337/dci18-0051,PMC006xxxxxx/PMC6385700.xml,i180051,,,,,,,,
30787067,PMC6385747,10.2337/dbi18-0046,PMC006xxxxxx/PMC6385747.xml,0046,,,,,,,,
30523025,PMC6385748,10.2337/db18-0363,PMC006xxxxxx/PMC6385748.xml,0363,,,,,,,,
30530781,PMC6385749,10.2337/db18-0955,PMC006xxxxxx/PMC6385749.xml,0955,,,,,,,,
